order	vincode	pts_ref	gender	bu-bni-corr	pali_name	english_name	offence_type_pali	offence_type_eng	severity	chapter_theme	chapter	vagga	rule_theme	rule_topic	purpose	critics	rule_pali	rule_english	no_offense_factors	offense_factors_bmc	notes	formulas	sangha_acts	useful_texts	suttacentral
423.0	BNI-PC158	Vin.4.258-4.345	Nuns	BU-PC80	Chandaṁadatvāgamana	Leaving Without Giving Consent	Pacittiya	Confession	Offense/ wrong doing	Regulations	16 In-accordance-with-the-Rule	16 Dhammikavaggo	Harmony	Sangha act	Sangha harmony	Bhikkhus	Chanda: Yā pana bhikkhunī saṅghe vinicchayakathāya vattamānāya... chandaṁ adatvā uṭṭhāyāsanā pakkameyya, pācittiyaṁ.	158. Leaving: Should any bhikkhunī... rise from her seat and leave (the assembly) without having given consent... it is to be confessed.	If he goes away, thinking: “There will come to be quarrel or dispute or strife or contention for the Order”; if he goes away, thinking: “There will come to be schism in the Order or dissension in the Order”; if he goes away, thinking: “He will carry out the (formal) act according to what is not rule, or by an incomplete congregation, or against one not suitable for a (formal) act”9; if, being ill, he goes away; if he goes away because there is something to be done for one who is ill; if he goes away to relieve himself;* if anxious not to find fault with the (formal) act, he goes away, thinking: “I will come back again”; if he is mad, if he is the first wrong-doer	1) Object: a Community transaction that has been started but has yet to be finished, and is being carried out in a valid manner. 2) Perception: One perceives it as being carried out in a valid manner. Valid transaction that one perceives as valid: pācittiya; an invalid transaction that one perceives to be valid and a transaction that one is doubtful about, regardless of its actual validity: dukkaṭas; a transaction that one perceives to be invalid, regardless of its actual validity: grounds for no offense. 3) Intention: One wants to invalidate the transaction or to keep the group from carrying it out. 4) Effort: Without having first given one’s consent, one goes beyond hatthapāsa (1.25 m.) from the bhikkhus sitting in the meeting	A bhikkhu who has committed this offense would, under Cv.IX.3, be subject to having his Pāṭimokkha canceled. This would provide the Community with the opportunity to look into his attitude and to take further disciplinary actions if it sees fit			BU-PC79. (see BMC2, Chapter 15)	https://suttacentral.net/pli-tv-bu-vb-pc?view=normal
424.0	BNI-PC159	Vin.4.258-4.345	Nuns	BU-PC81	Dubbala	Criticizing Robe Distribution	Pacittiya	Confession	Offense/ wrong doing	Regulations	16 In-accordance-with-the-Rule	16 Dhammikavaggo	Properties	Sangha properties	Sangha harmony	Bhikkhus	Dabba: Yā pana bhikkhunī samaggena saṅghena cīvaraṁ datvā... khiyyana-dhammaṁ āpajjeyya, pācittiyaṁ.	159. Agreeing: Should any bhikkhunī... give a robe... and later complain... it is to be confessed.	If he criticises, saying: ‘What is the use of giving to one acting by nature from desire, from hatred, from confusion, from fear? For having received it, he will ruin it, he will not look after it properly if he is mad, if he is the first wrong-doer	1) Object: One has acted as part of a united Community that has given robe-cloth to a bhikkhu who has been chosen, through a prior Community transaction, to be a Community official. 2) Effort: One complains afterward that the Community acted out of favoritism	Community acting as a whole may take inexpensive articles (lahubhaṇḍa) belonging to it and turn them over to individual bhikkhus or novices with a simple declaration (apalokana)			BU-PC13 and 63; Community’s gains Cv 6 15.2, BMC2, Chapter 7 and 18	https://suttacentral.net/pli-tv-bu-vb-pc?view=normal
425.0	BNI-PC160	Vin.4.258-4.345	Nuns	BU-PC82	Pariṇāmana	Diverting Gains	Pacittiya	Confession	Offense/ wrong doing	Regulations	16 In-accordance-with-the-Rule	16 Dhammikavaggo	Requisites	Sangha properties	Sangha harmony	Bhikkhus	Pariṇāmana: Yā pana bhikkhunī jānaṃ saṅghikaṁ lābhaṃ pariṇataṁ puggalassa pariṇāmeyya, pācittiyaṁ.	160. Diverting: Should any bhikkhunī knowingly divert a gain dedicated to the Community to an individual... it is to be confessed.	If he himself being asked, ‘Where do we give?’ says, ‘Give wherever your gift could be used or could be mended or should be for a long time or when for you the mind is peaceful;’ if he is mad, if he is the first wrong-doer	1 Object: Any requisite that donors have indicated by word or gesture that they intend to give to a Community. 2 Perception: One perceives that the donors have allocated the requisite for a Community. 3 Effort: One tries to persuade them that they should give it to another individual instead. 4 Result: he obtains the article from the donors	Divert items allocated for a Community to another individual full offense. To divert items allocated for one Community of bhikkhus to another Community or to a shrine (cetiya) entails a dukkaṭa. Or for a shrine to a Community, to an individual, or to another shrine; and for diverting items allocated for an individual to a Community, to a shrine, or to another individual			Bu Np 30. AN3.58,	https://suttacentral.net/pli-tv-bu-vb-pc?view=normal
426.0	BNI-PC161	Vin.4.258-4.345	Nuns	BU-PC84	Ratana	Precious Things	Pacittiya	Confession	Offense/ wrong doing	Values	16 In-accordance-with-the-Rule	16 Dhammikavaggo	Properties	Valuables	General Issues	Bhikkhus	Antepura: Yā pana bhikkhunī rājānaṁ khattiyaṁ... indakhīlaṁ atikkameyya, pācittiyaṁ.	161. King's Chamber: Should any bhikkhunī cross the threshold of an anointed king's bedchamber... it is to be confessed.	If, within a monastery or a dwelling, one picks up a valuable or what is considered a valuable—or if one has it picked up—with the thought, “Whoever this belongs to will come for it.”; no matter where it is found if one takes it on trust, borrows it, or perceives it as having been thrown away	1) Object: a valuable or anything considered a valuable that one finds left behind, except in a monastery or a dwelling that one is visiting. 2) Perception: One does not perceive it as discarded. 3) Intention: One wants to keep it in safe keeping for the owner. 4) Effort: One picks it up or has someone else pick it up	The general purpose of this rule is to prevent a bhikkhu from picking up misplaced valuables belonging to other people, for as the origin story shows, there are dangers inherent in such an act even when done with the best intentions. if a bhikkhu has picked up a fallen valuable in the monastery he should take note of its features and ask about them to whom claim it			Bu NP 18	https://suttacentral.net/pli-tv-bu-vb-pd?view=normal
427.0	BNI-PC162	Vin.4.258-4.345	Nuns	BU-PC86	Sūcighara	Needle Cases	Pacittiya	Confession	Offense/ wrong doing	Values	16 In-accordance-with-the-Rule	16 Dhammikavaggo	Properties	Sewing	Easy to support	Laity	Ratana: Yā pana bhikkhunī ratanaṁ vā ratanasammataṁ vā... uggaṇheyya vā... pācittiyaṁ.	162. Valuables: Should any bhikkhunī pick up a valuable... (except in a monastery/house for safekeeping), it is to be confessed.	If is for fastener, a fire-starter, a belt fastener, an ointment box, a stick for applying ointment, an adze handle, and a water wiper. This list was apparently intended simply to be illustrative	1) Object: a needle box made of bone, ivory, or horn. 2) Effort: One obtains it after making it or having it made 3) Intention: for one’s own use	This rule, was putting a halt to the sort of fad that can occur among bhikkhus when certain requisites become fashionable to the point of inconveniencing donors. One must break the box before confessing the offense			Bu Np 22, BU-PC60	https://suttacentral.net/pli-tv-bu-vb-pd?view=normal
428.0	BNI-PC163	Vin.4.258-4.345	Nuns	BU-PC87	Mañcapīṭha	Beds and Benches	Pacittiya	Confession	Offense/ wrong doing	Values	16 In-accordance-with-the-Rule	16 Dhammikavaggo	Properties	Furniture	Differ from laity	Buddha Rule	Vikālagāma: Yā pana bhikkhunī santaṁ bhikkhuniṁ anāpucchā vikāle gāmaṁ paviseyya, pācittiyaṁ.	163. Village Time: Should any bhikkhunī enter a village at the wrong time (after noon) without taking leave... it is to be confessed.	If he makes it to the (proper) measure; if he makes it less than the (proper) measure; if, having acquired what was made for another, (but) exceeding the (proper) measure, having cut it down, he makes use of it; if he is mad, if he is the first wrongdoer	1) Object: a bed or bench whose legs, measuring from the lower side of the frame to the floor, are longer than eight sugata fingerbreadths (16.7 cm.) 2) Effort: One obtains it after making it or having it made 3) Intention: for one’s own use	The purpose of this rule is to prevent bhikkhus from making and using furnishings that are high and imposing. One must cut the bed/bench down to the proper size before confessing the offense. If one obtains a tall bed/bench made by another—not at one’s instigation—then using it entails a dukkaṭa 8 sugata fingerbreadths would be equal to 16.7 cm	Here we take the sugata span to equal 25 cm.,		BU-PC88	https://suttacentral.net/pli-tv-bu-vb-pd?view=normal
429.0	BNI-PC164	Vin.4.258-4.345	Nuns	BU-PC88	Tūlonaddha	Upholstery	Pacittiya	Confession	Offense/ wrong doing	Values	16 In-accordance-with-the-Rule	16 Dhammikavaggo	Properties	Furniture	Differ from laity	Laity	Sūcighara: Yā pana bhikkhunī aṭṭhimayaṁ vā... sūcigharaṁ kārāpeyya, bhedanakaṁ pācittiyaṁ.	164. Needle Box: Should any bhikkhunī have a needle box made of bone, ivory, or horn, it is to be broken and confessed.	If it is for a binding, for a girdle, for a shoulder-strap, for a bag for carrying the bowl in, for a water-strainer; if he is making a squatting-mat; if, having acquired what was made for another, having torn it off, he makes use of it; if he is mad, if he is the first wrong-doer	1) Object: a bed or bench stuffed with cotton down. 2) Effort: One obtains it after making it or having it made 3) Intention: for one’s own use	The purpose of all this is to keep bhikkhus from using furnishings that are extravagant and ostentatious, according to present day standard. one must tear off the upholstery before confessing the offense			Stuffing Cv 6 8, Cv 6 2.7 BU-PC87	https://suttacentral.net/pli-tv-bu-vb-pd?view=normal
430.0	BNI-PC165	Vin.4.258-4.345	Nuns	BU-PC90	Kaṇḍuppaṭicchādi	Bandage	Pacittiya	Confession	Offense/ wrong doing	Values	16 In-accordance-with-the-Rule	16 Dhammikavaggo	Requisites	Robes	Easy to support	Bhikkhus	Mañcapīṭha: Yā pana bhikkhunī mañcaṁ vā pīṭhaṁ vā kārāpayamānā... chedanakaṁ pācittiyaṁ.	165. Bed Height: Should any bhikkhunī have a bed or bench made with legs exceeding 8 fingerbreadths, it is to be cut down and confessed.	If he makes it to the (proper) measure; if he makes it less than the (proper) measure; if having acquired what was made for another (but) exceeding the (proper) measure, having cut it down, he makes use of it; if he makes a canopy or a ground-covering or a screen-wall or a mattress or a squatting-mat; if he is mad, if he is the first wrong-doer	1) Object: a skin-eruption covering cloth larger than the standard measure. 2) Effort: One obtains it after making it or having it made 3) Intention: for one’s own use	Skin-eruption covering cloth to protect their robes when they are suffering from boils, running sores, rashes, or “thick scab” diseases. Here we take the sugata span to equal 25 cm., which would put the standard measurement for the skin-eruption covering cloth at 1 meter by 50	Here we take the sugata span to equal 25 cm.,		Mv 8 17 allows bhikkhus to use a skin-eruption covering cloth	https://suttacentral.net/pli-tv-bu-vb-pd?view=normal
431.0	BNI-PC166	Vin.4.258-4.345	Nuns	BU-PC92	Sugatacīvara	Robes Size	Pacittiya	Confession	Offense/ wrong doing	Values	16 In-accordance-with-the-Rule	16 Dhammikavaggo	Requisites	Robes	Easy to support	Bhikkhus	Tūlonaddha: Yā pana bhikkhunī mañcaṁ vā pīṭhaṁ vā tūlonaddhaṁ kārāpeyya, uddālanakaṁ pācittiyaṁ.	166. Cotton Bedding: Should any bhikkhunī have a bed or bench made stuffed with cotton, it is to be torn open and confessed.	If he makes it to the (proper) measure; if he makes it less than the (proper) measure; if having acquired what was made for another (but) exceeding the (proper) measure, having cut it down, he makes use of it; if he makes a canopy or a ground-covering or a screen-wall or a mattress or a squatting-mat; if he is mad, if he is the first wrong-doer	1) Object: any robe larger than the standard measure. 2) Effort: One obtains it after making it or having it made 3) Intention: for one’s own use	Taking the sugata span to be 25 cm. would put the size of the Buddha’s robes at 2.25 m. by 1.50 m.—much larger than the lower robes used at present, but much smaller than present-day upper and outer robes	Here we take the sugata span to equal 25 cm.,			https://suttacentral.net/pli-tv-bu-vb-pd?view=normal
432.0	BNI-PD1-8	Vin.4.346-4.348	Nuns	BU-PC39	Asking for Ghee, Oil, Honey, Molases, Fish, Meat, Milk, Curd	Viññāpana	Patidesaniya	Acknowledgement	Offense/ wrong doing								"1 Yā pana bhikkhunī agilānā sappiṁ viññāpetvā bhuñjeyya, paṭidesetabbaṁ tāya bhikkhuniyā: ""gārayhaṁ, ayye, dhammaṁ āpajjiṁ asappāyaṁ pāṭidesanīyaṁ, taṁ paṭidesemī""ti. 2Yā pana bhikkhunī agilānā telaṁ viññāpetvā bhuñjeyya … pe … taṁ paṭidesemīti.

3Yā pana bhikkhunī agilānā madhuṁ viññāpetvā bhuñjeyya … pe … taṁ paṭidesemīti.

4Yā pana bhikkhunī agilānā phāṇitaṁ viññāpetvā bhuñjeyya … pe … taṁ paṭidesemīti.

5Yā pana bhikkhunī agilānā macchaṁ viññāpetvā bhuñjeyya … pe … taṁ paṭidesemīti.

6Yā pana bhikkhunī agilānā maṁsaṁ viññāpetvā bhuñjeyya … pe … taṁ paṭidesemīti.

7Yā pana bhikkhunī agilānā khīraṁ viññāpetvā bhuñjeyya … pe … taṁ paṭidesemīti.

8Yā pana bhikkhunī agilānā dadhiṁ viññāpetvā bhuñjeyya, paṭidesetabbaṁ tāya bhikkhuniyā: ""gārayhaṁ, ayye, dhammaṁ āpajjiṁ asappāyaṁ pāṭidesanīyaṁ, taṁ paṭidesemī""ti."	"1. Should any bhikkhunī, not being ill, ask for ghee and consume it, she is to acknowledge it: ""Lady, I have committed a blameworthy, unsuitable act that ought to be acknowledged. I acknowledge it.""  2—8. Should any bhikkhunī, not being ill, ask for oil… honey… sugar/molasses… fish… meat… milk… curds and consume it, she is to acknowledge it: ""Lady, I have committed a blameworthy, unsuitable act that ought to be acknowledged. I acknowledge it."""							https://suttacentral.net/pli-tv-bi-vb-pd?view=dense
434.0	BNI-AS1-7	Vin.4.351	Nuns		Adhikarana samatha	Settling issues	Adhikarana samatha	Settling issues	Verdicts				Harmony	Sangha act	Sangha harmony	Bhikkhus	Uppannuppannānaṃ adhikaraṇānaṃ samathāya vūpasamāya sammukhāvinayo dātabbo. sativinayo dātabbo. amūḷhavinayo dātabbo. paṭiññāya kāretabbaṃ. yebhuyyasikā. tassapāpiyasikā. tiṇavatthārakoti	For the calming, for the stilling of whichever legal issues that have arisen: the removal through the presence [of the bhikkhu] is to be given, the removal [of the accusation] through remembrance is to be given, the removal through [no longer being] insane is to be given, he is to be made to do [the offence-procedure] through admitting [the offence], the [decision of the] majority, [the decision making it] worse for him, [settling] in the manner of spreading grass			Same as Bhikkhus Sekhiya				https://suttacentral.net/pli-tv-bi-vb-as?view=dense
434.0	BNI-SK1-2	Vin.3.1–3.40	Nuns	BU-2	Parimaṇḍala	Being even all around	Sekhiya	Training	Wrong doing	Dress	Being even all round	Parimaṇḍalavaggo	Discipline	Robes	Faith foster	Laity	1. parimaṇḍalaṃ nivāsessāmīti sikkhā karaṇīyā. 2. parimaṇḍalaṃ pārupissāmīti sikkhā karaṇīyā	“I shall wear [the under-robe ] even all around, ” the training should be done like this. “I shall wrap [the outer-robes] even all around, ” the training should be done like this	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
146.0	BNI-SK1	Vin.3.1–3.40	Nuns	BU-SK1	Parimaṇḍala	Being even all around	Sekhiya	Training	Wrong doing	Dress	Being even all round	Parimaṇḍalavaggo	Discipline	Robes	Faith foster	Laity	1. parimaṇḍalaṃ nivāsessāmīti sikkhā karaṇīyā.	“I shall wear [the under-robe ] even all around, ” the training should be done like this.	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
146.0	BNI-SK2	Vin.3.1–3.40	Nuns	BU-SK2	Parimaṇḍala	Being even all around	Sekhiya	Training	Wrong doing	Dress	Being even all round	Parimaṇḍalavaggo	Discipline	Robes	Faith foster	Laity	2. parimaṇḍalaṃ pārupissāmīti sikkhā karaṇīyā	“I shall wrap [the outer-robes] even all around, ” the training should be done like this	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
147.0	BNI-SK3	Vin.3.1–3.40	Nuns	BU-SK3	Suppaṭicchanna	Being well covered	Sekhiya	Training	Wrong doing	Dress	Being even all round	Parimaṇḍalavaggo	Discipline	Robes	Faith foster	Laity	3. suppaṭicchanno antaraghare gamissāmīti sikkhā karaṇīyā.	"“I shall go well covered inside an inhabited area,"" this is how the training is to be done."	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer, if he has gone into residence for the rains						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
147.0	BNI-SK4	Vin.3.1–3.40	Nuns	BU-SK4	Suppaṭicchanna	Being well covered	Sekhiya	Training	Wrong doing	Dress	Being even all round	Parimaṇḍalavaggo	Discipline	Robes	Faith foster	Laity	4. suppaṭicchanno antaraghare nisīdissāmīti sikkhā karaṇīyā	“I shall sit well covered inside an inhabited area,” this is how the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer, if he has gone into residence for the rains						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
148.0	BNI-SK5	Vin.3.1–3.40	Nuns	BU-SK5	Susaṁvuta	Being well-restrained	Sekhiya	Training	Wrong doing	Dress	Being even all round	Parimaṇḍalavaggo	Discipline	Manners	Self restraint	Laity	5. susaṃvuto antaraghare gamissāmīti sikkhā karaṇīyā.	"“I shall go well-restrained inside an inhabited area,"" like this is the training to be done."	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
148.0	BNI-SK6	Vin.3.1–3.40	Nuns	BU-SK6	Susaṁvuta	Being well-restrained	Sekhiya	Training	Wrong doing	Dress	Being even all round	Parimaṇḍalavaggo	Discipline	Manners	Self restraint	Laity	6. susaṃvuto antaraghare nisīdissāmīti sikkhā karaṇīyā	“I shall sit well-restrained inside an inhabited area,” like this is the training to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
149.0	BNI-SK7	Vin.3.1–3.40	Nuns	BU-SK7	Okkhittacakkhu	Eyes cast down	Sekhiya	Training	Wrong doing	Dress	Being even all round	Parimaṇḍalavaggo	Discipline	Manners	Self restraint	Laity	7. okkhittacakkhu antaraghare gamissāmīti sikkhā karaṇīyā.	“I shall go with the eyes cast down inside an inhabited area,” thus the training is to be done.	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
149.0	BNI-SK8	Vin.3.1–3.40	Nuns	BU-SK8	Okkhittacakkhu	Eyes cast down	Sekhiya	Training	Wrong doing	Dress	Being even all round	Parimaṇḍalavaggo	Discipline	Manners	Self restraint	Laity	8. okkhittacakkhu antaraghare nisīdissāmīti sikkhā karaṇīyā	“I shall sit with the eyes cast down inside an inhabited area,” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
150.0	BNI-SK9	Vin.3.1–3.40	Nuns	BU-SK9	Ukkhittaka	Robes lifted up	Sekhiya	Training	Wrong doing	Dress	Being even all round	Parimaṇḍalavaggo	Discipline	Manners	Faith foster	Laity	9. na ukkhittakāya antaraghare gamissāmīti sikkhā karaṇīyā.	“I shall not go with [robes] lifted up inside an inhabited area,” thus the training is to be done.	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer, if he has gone into residence for the rains						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
150.0	BNI-SK10	Vin.3.1–3.40	Nuns	BU-SK10	Ukkhittaka	Robes lifted up	Sekhiya	Training	Wrong doing	Dress	Being even all round	Parimaṇḍalavaggo	Discipline	Manners	Faith foster	Laity	10. na ukkhittakāya antaraghare nisīdissāmīti sikkhā karaṇīyā	“I shall not sit with [robes] lifted up inside an inhabited area,” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer, if he has gone into residence for the rains						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
151.0	BNI-SK11	Vin.3.1–3.40	Nuns	BU-SK11	Ujjagghika	Laughing Loud	Sekhiya	Training	Wrong doing	Notorious	Loud laughter	Ujjagghikavaggo	Discipline	Manners	Self restraint	Laity	11. na ujjagghikāya antaraghare gamissāmīti sikkhā karaṇīyā.	“I shall not go with loud laughter inside an inhabited area,” thus the training is to be done.	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if he only smiles when the matter is one for laughter, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
151.0	BNI-SK12	Vin.3.1–3.40	Nuns	BU-SK12	Ujjagghika	Laughing Loud	Sekhiya	Training	Wrong doing	Notorious	Loud laughter	Ujjagghikavaggo	Discipline	Manners	Self restraint	Laity	12. na ujjagghikāya antaraghare nisīdissāmīti sikkhā karaṇīyā	“I shall not sit with loud laughter inside an inhabited area,” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if he only smiles when the matter is one for laughter, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
152.0	BNI-SK13	Vin.3.1–3.40	Nuns	BU-SK13	Appasadda	Not Noisy	Sekhiya	Training	Wrong doing	Notorious	Loud laughter	Ujjagghikavaggo	Discipline	Manners	Self restraint	Laity	13. appasaddo antaraghare gamissāmīti sikkhā karaṇīyā.	“I shall go quiet[ly] inside an inhabited area,” thus the training is to be done.	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
152.0	BNI-SK14	Vin.3.1–3.40	Nuns	BU-SK14	Appasadda	Not Noisy	Sekhiya	Training	Wrong doing	Notorious	Loud laughter	Ujjagghikavaggo	Discipline	Manners	Self restraint	Laity	14. appasaddo antaraghare nisīdissāmīti sikkhā karaṇīyā	“I shall sit quiet[ly] inside an inhabited area,” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
153.0	BNI-SK15	Vin.3.1–3.40	Nuns	BU-SK15	Kāyappacālaka	Swaying	Sekhiya	Training	Wrong doing	Notorious	Loud laughter	Ujjagghikavaggo	Discipline	Manners	Self restraint	Laity	15. na kāyappacālakaṃ antaraghare gamissāmīti sikkhā karaṇīyā.	“I shall not go swaying the body inside an inhabited area,” thus the training is to be done.	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer, if he has gone into residence for the rains						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
153.0	BNI-SK16	Vin.3.1–3.40	Nuns	BU-SK16	Kāyappacālaka	Swaying	Sekhiya	Training	Wrong doing	Notorious	Loud laughter	Ujjagghikavaggo	Discipline	Manners	Self restraint	Laity	16. na kāyappacālakaṃ antaraghare nisīdissāmīti sikkhā karaṇīyā	“I shall not sit swaying the body inside an inhabited area,” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer, if he has gone into residence for the rains						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
154.0	BNI-SK17	Vin.3.1–3.40	Nuns	BU-SK17	Bāhuppacālaka	Arms Swinging	Sekhiya	Training	Wrong doing	Notorious	Loud laughter	Ujjagghikavaggo	Discipline	Manners	Self restraint	Laity	17. na bāhuppacālakaṃ antaraghare gamissāmīti sikkhā karaṇīyā.	“I shall not go swaying the arms inside an inhabited area,” thus the training is to be done.	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer, if he has gone into residence for the rains						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
154.0	BNI-SK18	Vin.3.1–3.40	Nuns	BU-SK18	Bāhuppacālaka	Arms Swinging	Sekhiya	Training	Wrong doing	Notorious	Loud laughter	Ujjagghikavaggo	Discipline	Manners	Self restraint	Laity	18. na bāhuppacālakaṃ antaragharenisīdissāmīti sikkhā karaṇīyā	“I shall not sit swaying the arms inside an inhabited area,” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer, if he has gone into residence for the rains						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
155.0	BNI-SK19	Vin.3.1–3.40	Nuns	BU-SK19	Sīsappacālaka	Swaying Head	Sekhiya	Training	Wrong doing	Notorious	Loud laughter	Ujjagghikavaggo	Discipline	Manners	Self restraint	Laity	19. na sīsappacālakaṃ antaraghare gamissāmīti sikkhā karaṇīyā.	“I shall not go swaying the head inside an inhabited area,” thus the training is to be done.	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer, if he has gone into residence for the rains						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
155.0	BNI-SK20	Vin.3.1–3.40	Nuns	BU-SK20	Sīsappacālaka	Swaying Head	Sekhiya	Training	Wrong doing	Notorious	Loud laughter	Ujjagghikavaggo	Discipline	Manners	Self restraint	Laity	20. na sīsappacālakaṃ antaraghare nisīdissāmīti sikkhā karaṇīyā	“I shall not sit swaying the head inside an inhabited area,” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer, if he has gone into residence for the rains						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
156.0	BNI-SK21	Vin.3.1–3.40	Nuns	BU-SK21	Khambhakata	Arms Akimbo	Sekhiya	Training	Wrong doing	Respectfully	Arms akimbo	Khambhakatavaggo	Discipline	Manners	Self restraint	Laity	21. na khambhakato antaraghare gamissāmīti sikkhā karaṇīyā.	“I shall not go with arms akimbo inside an inhabited area,” thus the training is to be done.	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer, if he has gone into residence for the rains						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
156.0	BNI-SK22	Vin.3.1–3.40	Nuns	BU-SK22	Khambhakata	Arms Akimbo	Sekhiya	Training	Wrong doing	Respectfully	Arms akimbo	Khambhakatavaggo	Discipline	Manners	Self restraint	Laity	22. na khambhakato antaraghare nisīdissāmīti sikkhā karaṇīyā	“I shall not sit with (the arms) akimbo inside an inhabited area,” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer, if he has gone into residence for the rains						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
157.0	BNI-SK23	Vin.3.1–3.40	Nuns	BU-SK23	Oguṇṭhita	Covering Head	Sekhiya	Training	Wrong doing	Respectfully	Arms akimbo	Khambhakatavaggo	Discipline	Manners	Self restraint	Laity	23. na oguṇṭhito antaraghare gamissāmīti sikkhā karaṇīyā.	I shall not go with [the head] covered inside an inhabited area,” thus the training is to be done.	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer, if he has gone into residence for the rains						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
157.0	BNI-SK24	Vin.3.1–3.40	Nuns	BU-SK24	Oguṇṭhita	Covering Head	Sekhiya	Training	Wrong doing	Respectfully	Arms akimbo	Khambhakatavaggo	Discipline	Manners	Self restraint	Laity	24. na oguṇṭhito antaraghare nisīdissāmīti sikkhā karaṇīyā	“I shall not sit with [the head] covered inside an inhabited area,” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer, if he has gone into residence for the rains						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
